,sales,date,region
1704,2040.0,2021-12-13,north
1705,2320.0,2021-12-13,south
1706,2110.0,2021-12-13,east
1707,2180.0,2021-12-13,west
1708,2360.0,2021-12-14,north
1709,2420.0,2021-12-14,south
1710,2370.0,2021-12-14,east
1711,2335.0,2021-12-14,west
1712,2485.0,2021-12-15,north
1713,2495.0,2021-12-15,south
1714,2365.0,2021-12-15,east
1715,2155.0,2021-12-15,west
1716,2385.0,2021-12-16,north
1717,2385.0,2021-12-16,south
1718,2435.0,2021-12-16,east
1719,2290.0,2021-12-16,west
1720,2210.0,2021-12-17,north
1721,2085.0,2021-12-17,south
1722,2090.0,2021-12-17,east
1723,2370.0,2021-12-17,west
1724,2145.0,2021-12-18,north
1725,2210.0,2021-12-18,south
1726,2380.0,2021-12-18,east
1727,2455.0,2021-12-18,west
1728,2270.0,2021-12-19,north
1729,2040.0,2021-12-19,south
1730,2180.0,2021-12-19,east
1731,2500.0,2021-12-19,west
1732,2115.0,2021-12-20,north
1733,2325.0,2021-12-20,south
1734,2250.0,2021-12-20,east
1735,2180.0,2021-12-20,west
1736,2330.0,2021-12-21,north
1737,2075.0,2021-12-21,south
1738,2355.0,2021-12-21,east
1739,2355.0,2021-12-21,west
1740,2205.0,2021-12-22,north
1741,2155.0,2021-12-22,south
1742,2010.0,2021-12-22,east
1743,2005.0,2021-12-22,west
1744,2410.0,2021-12-23,north
1745,2265.0,2021-12-23,south
1746,2205.0,2021-12-23,east
1747,2115.0,2021-12-23,west
1748,2050.0,2021-12-24,north
1749,2135.0,2021-12-24,south
1750,2440.0,2021-12-24,east
1751,2360.0,2021-12-24,west
1752,2405.0,2021-12-25,north
1753,2115.0,2021-12-25,south
1754,2085.0,2021-12-25,east
1755,2290.0,2021-12-25,west
1756,2245.0,2021-12-26,north
1757,2460.0,2021-12-26,south
1758,2450.0,2021-12-26,east
1759,2310.0,2021-12-26,west
1760,2370.0,2021-12-27,north
1761,2040.0,2021-12-27,south
1762,2415.0,2021-12-27,east
1763,2015.0,2021-12-27,west
1764,2245.0,2021-12-28,north
1765,2120.0,2021-12-28,south
1766,2415.0,2021-12-28,east
1767,2295.0,2021-12-28,west
1768,2445.0,2021-12-29,north
1769,2215.0,2021-12-29,south
1770,2285.0,2021-12-29,east
1771,2395.0,2021-12-29,west
1772,2435.0,2021-12-30,north
1773,2400.0,2021-12-30,south
1774,2260.0,2021-12-30,east
1775,2315.0,2021-12-30,west
1776,2315.0,2021-12-31,north
1777,2175.0,2021-12-31,south
1778,2295.0,2021-12-31,east
1779,2055.0,2021-12-31,west
1780,2130.0,2022-01-01,north
1781,2480.0,2022-01-01,south
1782,2190.0,2022-01-01,east
1783,2170.0,2022-01-01,west
1784,2160.0,2022-01-02,north
1785,2120.0,2022-01-02,south
1786,2110.0,2022-01-02,east
1787,2080.0,2022-01-02,west
1788,2050.0,2022-01-03,north
1789,2150.0,2022-01-03,south
1790,2440.0,2022-01-03,east
1791,2055.0,2022-01-03,west
1792,2405.0,2022-01-04,north
1793,2020.0,2022-01-04,south
1794,2010.0,2022-01-04,east
1795,2005.0,2022-01-04,west
1796,2480.0,2022-01-05,north
1797,2360.0,2022-01-05,south
1798,2025.0,2022-01-05,east
1799,2275.0,2022-01-05,west
1800,2245.0,2022-01-06,north
1801,2060.0,2022-01-06,south
1802,2290.0,2022-01-06,east
1803,2205.0,2022-01-06,west
1804,2065.0,2022-01-07,north
1805,2050.0,2022-01-07,south
1806,2180.0,2022-01-07,east
1807,2135.0,2022-01-07,west
1808,2370.0,2022-01-08,north
1809,2245.0,2022-01-08,south
1810,2070.0,2022-01-08,east
1811,2395.0,2022-01-08,west
1812,2490.0,2022-01-09,north
1813,2105.0,2022-01-09,south
1814,2335.0,2022-01-09,east
1815,2250.0,2022-01-09,west
1816,2240.0,2022-01-10,north
1817,2090.0,2022-01-10,south
1818,2370.0,2022-01-10,east
1819,2315.0,2022-01-10,west
1820,2000.0,2022-01-11,north
1821,2075.0,2022-01-11,south
1822,2305.0,2022-01-11,east
1823,2145.0,2022-01-11,west
1824,2050.0,2022-01-12,north
1825,2260.0,2022-01-12,south
1826,2095.0,2022-01-12,east
1827,2500.0,2022-01-12,west
1828,2260.0,2022-01-13,north
1829,2365.0,2022-01-13,south
1830,2485.0,2022-01-13,east
1831,2180.0,2022-01-13,west
1832,2245.0,2022-01-14,north
1833,2225.0,2022-01-14,south
1834,2080.0,2022-01-14,east
1835,2250.0,2022-01-14,west
1836,2115.0,2022-01-15,north
1837,2145.0,2022-01-15,south
1838,2130.0,2022-01-15,east
1839,2120.0,2022-01-15,west
1840,2315.0,2022-01-16,north
1841,2410.0,2022-01-16,south
1842,2290.0,2022-01-16,east
1843,2150.0,2022-01-16,west
1844,2295.0,2022-01-17,north
1845,2015.0,2022-01-17,south
1846,2070.0,2022-01-17,east
1847,2095.0,2022-01-17,west
1848,2045.0,2022-01-18,north
1849,2125.0,2022-01-18,south
1850,2085.0,2022-01-18,east
1851,2095.0,2022-01-18,west
1852,2295.0,2022-01-19,north
1853,2265.0,2022-01-19,south
1854,2040.0,2022-01-19,east
1855,2200.0,2022-01-19,west
1856,2415.0,2022-01-20,north
1857,2435.0,2022-01-20,south
1858,2160.0,2022-01-20,east
1859,2210.0,2022-01-20,west
1860,2295.0,2022-01-21,north
1861,2405.0,2022-01-21,south
1862,2380.0,2022-01-21,east
1863,2360.0,2022-01-21,west
1864,2080.0,2022-01-22,north
1865,2220.0,2022-01-22,south
1866,2495.0,2022-01-22,east
1867,2500.0,2022-01-22,west
1868,2170.0,2022-01-23,north
1869,2135.0,2022-01-23,south
1870,2205.0,2022-01-23,east
1871,2445.0,2022-01-23,west
1872,2195.0,2022-01-24,north
1873,2375.0,2022-01-24,south
1874,2370.0,2022-01-24,east
1875,2410.0,2022-01-24,west
1876,2470.0,2022-01-25,north
1877,2370.0,2022-01-25,south
1878,2110.0,2022-01-25,east
1879,2480.0,2022-01-25,west
1880,2085.0,2022-01-26,north
1881,2320.0,2022-01-26,south
1882,2075.0,2022-01-26,east
1883,2485.0,2022-01-26,west
1884,2165.0,2022-01-27,north
1885,2400.0,2022-01-27,south
1886,2055.0,2022-01-27,east
1887,2435.0,2022-01-27,west
1888,2380.0,2022-01-28,north
1889,2410.0,2022-01-28,south
1890,2240.0,2022-01-28,east
1891,2450.0,2022-01-28,west
1892,2190.0,2022-01-29,north
1893,2345.0,2022-01-29,south
1894,2290.0,2022-01-29,east
1895,2380.0,2022-01-29,west
1896,2145.0,2022-01-30,north
1897,2150.0,2022-01-30,south
1898,2500.0,2022-01-30,east
1899,2305.0,2022-01-30,west
1900,2045.0,2022-01-31,north
1901,2375.0,2022-01-31,south
1902,2040.0,2022-01-31,east
1903,2055.0,2022-01-31,west
1904,2405.0,2022-02-01,north
1905,2310.0,2022-02-01,south
1906,2405.0,2022-02-01,east
1907,2420.0,2022-02-01,west
1908,2160.0,2022-02-02,north
1909,2485.0,2022-02-02,south
1910,2375.0,2022-02-02,east
1911,2435.0,2022-02-02,west
1912,2125.0,2022-02-03,north
1913,2185.0,2022-02-03,south
1914,2090.0,2022-02-03,east
1915,2115.0,2022-02-03,west
1916,2035.0,2022-02-04,north
1917,2215.0,2022-02-04,south
1918,2010.0,2022-02-04,east
1919,2190.0,2022-02-04,west
1920,2070.0,2022-02-05,north
1921,2000.0,2022-02-05,south
1922,2130.0,2022-02-05,east
1923,2235.0,2022-02-05,west
1924,2250.0,2022-02-06,north
1925,2365.0,2022-02-06,south
1926,2020.0,2022-02-06,east
1927,2215.0,2022-02-06,west
1928,2290.0,2022-02-07,north
1929,2145.0,2022-02-07,south
1930,2255.0,2022-02-07,east
1931,2265.0,2022-02-07,west
1932,2375.0,2022-02-08,north
1933,2360.0,2022-02-08,south
1934,2430.0,2022-02-08,east
1935,2330.0,2022-02-08,west
1936,2290.0,2022-02-09,north
1937,2435.0,2022-02-09,south
1938,2225.0,2022-02-09,east
1939,2255.0,2022-02-09,west
1940,2275.0,2022-02-10,north
1941,2310.0,2022-02-10,south
1942,2070.0,2022-02-10,east
1943,2445.0,2022-02-10,west
1944,2405.0,2022-02-11,north
1945,2030.0,2022-02-11,south
1946,2470.0,2022-02-11,east
1947,2265.0,2022-02-11,west
1948,2245.0,2022-02-12,north
1949,2490.0,2022-02-12,south
1950,2110.0,2022-02-12,east
1951,2085.0,2022-02-12,west
1952,2425.0,2022-02-13,north
1953,2245.0,2022-02-13,south
1954,2500.0,2022-02-13,east
1955,2390.0,2022-02-13,west
1956,2035.0,2022-02-14,north
1957,2465.0,2022-02-14,south
1958,2500.0,2022-02-14,east
1959,2115.0,2022-02-14,west
1960,1638.0,2018-02-06,north
1961,1647.0,2018-02-06,south
1962,1731.0,2018-02-06,east
1963,1557.0,2018-02-06,west
1964,1587.0,2018-02-07,north
1965,1698.0,2018-02-07,south
1966,1542.0,2018-02-07,east
1967,1635.0,2018-02-07,west
1968,1602.0,2018-02-08,north
1969,1536.0,2018-02-08,south
1970,1503.0,2018-02-08,east
1971,1701.0,2018-02-08,west
1972,1758.0,2018-02-09,north
1973,1662.0,2018-02-09,south
1974,1782.0,2018-02-09,east
1975,1515.0,2018-02-09,west
1976,1662.0,2018-02-10,north
1977,1557.0,2018-02-10,south
1978,1650.0,2018-02-10,east
1979,1674.0,2018-02-10,west
1980,1554.0,2018-02-11,north
1981,1587.0,2018-02-11,south
1982,1563.0,2018-02-11,east
1983,1764.0,2018-02-11,west
1984,1758.0,2018-02-12,north
1985,1608.0,2018-02-12,south
1986,1569.0,2018-02-12,east
1987,1653.0,2018-02-12,west
1988,1572.0,2018-02-13,north
1989,1716.0,2018-02-13,south
1990,1773.0,2018-02-13,east
1991,1725.0,2018-02-13,west
1992,1767.0,2018-02-14,north
1993,1710.0,2018-02-14,south
1994,1698.0,2018-02-14,east
1995,1512.0,2018-02-14,west
1996,1746.0,2018-02-15,north
1997,1734.0,2018-02-15,south
1998,1524.0,2018-02-15,east
1999,1614.0,2018-02-15,west
2000,1578.0,2018-02-16,north
2001,1782.0,2018-02-16,south
2002,1527.0,2018-02-16,east
2003,1752.0,2018-02-16,west
2004,1785.0,2018-02-17,north
2005,1689.0,2018-02-17,south
2006,1641.0,2018-02-17,east
2007,1575.0,2018-02-17,west
2008,1644.0,2018-02-18,north
2009,1674.0,2018-02-18,south
2010,1551.0,2018-02-18,east
2011,1737.0,2018-02-18,west
2012,1563.0,2018-02-19,north
2013,1647.0,2018-02-19,south
2014,1605.0,2018-02-19,east
2015,1539.0,2018-02-19,west
2016,1698.0,2018-02-20,north
2017,1575.0,2018-02-20,south
2018,1500.0,2018-02-20,east
2019,1551.0,2018-02-20,west
2020,1737.0,2018-02-21,north
2021,1542.0,2018-02-21,south
2022,1665.0,2018-02-21,east
2023,1548.0,2018-02-21,west
2024,1635.0,2018-02-22,north
2025,1632.0,2018-02-22,south
2026,1668.0,2018-02-22,east
2027,1764.0,2018-02-22,west
2028,1533.0,2018-02-23,north
2029,1563.0,2018-02-23,south
2030,1641.0,2018-02-23,east
2031,1773.0,2018-02-23,west
2032,1629.0,2018-02-24,north
2033,1698.0,2018-02-24,south
2034,1725.0,2018-02-24,east
2035,1722.0,2018-02-24,west
2036,1596.0,2018-02-25,north
2037,1710.0,2018-02-25,south
2038,1635.0,2018-02-25,east
2039,1659.0,2018-02-25,west
2040,1686.0,2018-02-26,north
2041,1533.0,2018-02-26,south
2042,1524.0,2018-02-26,east
2043,1530.0,2018-02-26,west
2044,1665.0,2018-02-27,north
2045,1695.0,2018-02-27,south
2046,1578.0,2018-02-27,east
2047,1620.0,2018-02-27,west
2048,1767.0,2018-02-28,north
2049,1593.0,2018-02-28,south
2050,1743.0,2018-02-28,east
2051,1557.0,2018-02-28,west
2052,1668.0,2018-03-01,north
2053,1782.0,2018-03-01,south
2054,1527.0,2018-03-01,east
2055,1668.0,2018-03-01,west
2056,1635.0,2018-03-02,north
2057,1569.0,2018-03-02,south
2058,1746.0,2018-03-02,east
2059,1773.0,2018-03-02,west
2060,1539.0,2018-03-03,north
2061,1500.0,2018-03-03,south
2062,1569.0,2018-03-03,east
2063,1557.0,2018-03-03,west
2064,1773.0,2018-03-04,north
2065,1644.0,2018-03-04,south
2066,1614.0,2018-03-04,east
2067,1674.0,2018-03-04,west
2068,1533.0,2018-03-05,north
2069,1653.0,2018-03-05,south
2070,1557.0,2018-03-05,east
2071,1746.0,2018-03-05,west
2072,1719.0,2018-03-06,north
2073,1719.0,2018-03-06,south
2074,1659.0,2018-03-06,east
2075,1800.0,2018-03-06,west
2076,1581.0,2018-03-07,north
2077,1602.0,2018-03-07,south
2078,1608.0,2018-03-07,east
2079,1650.0,2018-03-07,west
2080,1611.0,2018-03-08,north
2081,1530.0,2018-03-08,south
2082,1698.0,2018-03-08,east
2083,1668.0,2018-03-08,west
2084,1746.0,2018-03-09,north
2085,1524.0,2018-03-09,south
2086,1506.0,2018-03-09,east
2087,1704.0,2018-03-09,west
2088,1788.0,2018-03-10,north
2089,1719.0,2018-03-10,south
2090,1746.0,2018-03-10,east
2091,1584.0,2018-03-10,west
2092,1692.0,2018-03-11,north
2093,1635.0,2018-03-11,south
2094,1608.0,2018-03-11,east
2095,1590.0,2018-03-11,west
2096,1599.0,2018-03-12,north
2097,1518.0,2018-03-12,south
2098,1602.0,2018-03-12,east
2099,1659.0,2018-03-12,west
2100,1644.0,2018-03-13,north
2101,1611.0,2018-03-13,south
2102,1554.0,2018-03-13,east
2103,1515.0,2018-03-13,west
2104,1515.0,2018-03-14,north
2105,1632.0,2018-03-14,south
2106,1512.0,2018-03-14,east
2107,1776.0,2018-03-14,west
2108,1677.0,2018-03-15,north
2109,1503.0,2018-03-15,south
2110,1605.0,2018-03-15,east
2111,1647.0,2018-03-15,west
2112,1506.0,2018-03-16,north
2113,1737.0,2018-03-16,south
2114,1590.0,2018-03-16,east
2115,1767.0,2018-03-16,west
2116,1593.0,2018-03-17,north
2117,1614.0,2018-03-17,south
2118,1710.0,2018-03-17,east
2119,1662.0,2018-03-17,west
2120,1650.0,2018-03-18,north
2121,1755.0,2018-03-18,south
2122,1698.0,2018-03-18,east
2123,1659.0,2018-03-18,west
2124,1683.0,2018-03-19,north
2125,1509.0,2018-03-19,south
2126,1500.0,2018-03-19,east
2127,1545.0,2018-03-19,west
2128,1647.0,2018-03-20,north
2129,1614.0,2018-03-20,south
2130,1629.0,2018-03-20,east
2131,1677.0,2018-03-20,west
2132,1743.0,2018-03-21,north
2133,1569.0,2018-03-21,south
2134,1593.0,2018-03-21,east
2135,1578.0,2018-03-21,west
2136,1578.0,2018-03-22,north
2137,1581.0,2018-03-22,south
2138,1653.0,2018-03-22,east
2139,1578.0,2018-03-22,west
2140,1761.0,2018-03-23,north
2141,1611.0,2018-03-23,south
2142,1749.0,2018-03-23,east
2143,1764.0,2018-03-23,west
2144,1716.0,2018-03-24,north
2145,1710.0,2018-03-24,south
2146,1800.0,2018-03-24,east
2147,1728.0,2018-03-24,west
2148,1743.0,2018-03-25,north
2149,1764.0,2018-03-25,south
2150,1740.0,2018-03-25,east
2151,1707.0,2018-03-25,west
2152,1509.0,2018-03-26,north
2153,1641.0,2018-03-26,south
2154,1533.0,2018-03-26,east
2155,1752.0,2018-03-26,west
2156,1767.0,2018-03-27,north
2157,1590.0,2018-03-27,south
2158,1533.0,2018-03-27,east
2159,1704.0,2018-03-27,west
2160,1671.0,2018-03-28,north
2161,1527.0,2018-03-28,south
2162,1524.0,2018-03-28,east
2163,1629.0,2018-03-28,west
2164,1722.0,2018-03-29,north
2165,1557.0,2018-03-29,south
2166,1686.0,2018-03-29,east
2167,1779.0,2018-03-29,west
2168,1734.0,2018-03-30,north
2169,1776.0,2018-03-30,south
2170,1554.0,2018-03-30,east
2171,1725.0,2018-03-30,west
2172,1617.0,2018-03-31,north
2173,1635.0,2018-03-31,south
2174,1605.0,2018-03-31,east
2175,1785.0,2018-03-31,west
2176,1761.0,2018-04-01,north
2177,1530.0,2018-04-01,south
2178,1710.0,2018-04-01,east
2179,1506.0,2018-04-01,west
2180,1509.0,2018-04-02,north
2181,1797.0,2018-04-02,south
2182,1662.0,2018-04-02,east
2183,1530.0,2018-04-02,west
2184,1767.0,2018-04-03,north
2185,1767.0,2018-04-03,south
2186,1614.0,2018-04-03,east
2187,1533.0,2018-04-03,west
2188,1767.0,2018-04-04,north
2189,1761.0,2018-04-04,south
2190,1566.0,2018-04-04,east
2191,1623.0,2018-04-04,west
2192,1506.0,2018-04-05,north
2193,1512.0,2018-04-05,south
2194,1692.0,2018-04-05,east
2195,1749.0,2018-04-05,west
2196,1701.0,2018-04-06,north
2197,1752.0,2018-04-06,south
2198,1632.0,2018-04-06,east
2199,1515.0,2018-04-06,west
2200,1725.0,2018-04-07,north
2201,1611.0,2018-04-07,south
2202,1788.0,2018-04-07,east
2203,1617.0,2018-04-07,west
2204,1656.0,2018-04-08,north
2205,1674.0,2018-04-08,south
2206,1557.0,2018-04-08,east
2207,1701.0,2018-04-08,west
2208,1686.0,2018-04-09,north
2209,1782.0,2018-04-09,south
2210,1641.0,2018-04-09,east
2211,1557.0,2018-04-09,west
2212,1686.0,2018-04-10,north
2213,1527.0,2018-04-10,south
2214,1698.0,2018-04-10,east
2215,1728.0,2018-04-10,west
2216,1671.0,2018-04-11,north
2217,1527.0,2018-04-11,south
2218,1581.0,2018-04-11,east
2219,1764.0,2018-04-11,west
2220,1653.0,2018-04-12,north
2221,1626.0,2018-04-12,south
2222,1782.0,2018-04-12,east
2223,1749.0,2018-04-12,west
2224,1539.0,2018-04-13,north
2225,1752.0,2018-04-13,south
2226,1674.0,2018-04-13,east
2227,1749.0,2018-04-13,west
2228,1569.0,2018-04-14,north
2229,1794.0,2018-04-14,south
2230,1674.0,2018-04-14,east
2231,1638.0,2018-04-14,west
2232,1515.0,2018-04-15,north
2233,1527.0,2018-04-15,south
2234,1602.0,2018-04-15,east
2235,1653.0,2018-04-15,west
2236,1602.0,2018-04-16,north
2237,1707.0,2018-04-16,south
2238,1548.0,2018-04-16,east
2239,1527.0,2018-04-16,west
2240,1599.0,2018-04-17,north
2241,1728.0,2018-04-17,south
2242,1704.0,2018-04-17,east
2243,1539.0,2018-04-17,west
2244,1545.0,2018-04-18,north
2245,1797.0,2018-04-18,south
2246,1515.0,2018-04-18,east
2247,1719.0,2018-04-18,west
2248,1713.0,2018-04-19,north
2249,1674.0,2018-04-19,south
2250,1767.0,2018-04-19,east
2251,1767.0,2018-04-19,west
2252,1668.0,2018-04-20,north
2253,1620.0,2018-04-20,south
2254,1677.0,2018-04-20,east
2255,1509.0,2018-04-20,west
2256,1683.0,2018-04-21,north
2257,1743.0,2018-04-21,south
2258,1644.0,2018-04-21,east
2259,1578.0,2018-04-21,west
2260,1572.0,2018-04-22,north
2261,1545.0,2018-04-22,south
2262,1557.0,2018-04-22,east
2263,1626.0,2018-04-22,west
2264,1710.0,2018-04-23,north
2265,1659.0,2018-04-23,south
2266,1665.0,2018-04-23,east
2267,1521.0,2018-04-23,west
2268,1503.0,2018-04-24,north
2269,1650.0,2018-04-24,south
2270,1689.0,2018-04-24,east
2271,1743.0,2018-04-24,west
2272,1623.0,2018-04-25,north
2273,1503.0,2018-04-25,south
2274,1758.0,2018-04-25,east
2275,1557.0,2018-04-25,west
2276,1713.0,2018-04-26,north
2277,1734.0,2018-04-26,south
2278,1740.0,2018-04-26,east
2279,1563.0,2018-04-26,west
2280,1716.0,2018-04-27,north
2281,1791.0,2018-04-27,south
2282,1674.0,2018-04-27,east
2283,1716.0,2018-04-27,west
2284,1632.0,2018-04-28,north
2285,1641.0,2018-04-28,south
2286,1584.0,2018-04-28,east
2287,1590.0,2018-04-28,west
2288,1713.0,2018-04-29,north
2289,1593.0,2018-04-29,south
2290,1740.0,2018-04-29,east
2291,1638.0,2018-04-29,west
2292,1653.0,2018-04-30,north
2293,1590.0,2018-04-30,south
2294,1593.0,2018-04-30,east
2295,1602.0,2018-04-30,west
2296,1785.0,2018-05-01,north
2297,1764.0,2018-05-01,south
2298,1506.0,2018-05-01,east
2299,1536.0,2018-05-01,west
2300,1623.0,2018-05-02,north
2301,1674.0,2018-05-02,south
2302,1791.0,2018-05-02,east
2303,1653.0,2018-05-02,west
2304,1785.0,2018-05-03,north
2305,1569.0,2018-05-03,south
2306,1500.0,2018-05-03,east
2307,1770.0,2018-05-03,west
2308,1653.0,2018-05-04,north
2309,1590.0,2018-05-04,south
2310,1671.0,2018-05-04,east
2311,1629.0,2018-05-04,west
2312,1578.0,2018-05-05,north
2313,1665.0,2018-05-05,south
2314,1575.0,2018-05-05,east
2315,1587.0,2018-05-05,west
2316,1674.0,2018-05-06,north
2317,1785.0,2018-05-06,south
2318,1719.0,2018-05-06,east
2319,1617.0,2018-05-06,west
2320,1794.0,2018-05-07,north
2321,1563.0,2018-05-07,south
2322,1728.0,2018-05-07,east
2323,1740.0,2018-05-07,west
2324,1617.0,2018-05-08,north
2325,1650.0,2018-05-08,south
2326,1728.0,2018-05-08,east
2327,1635.0,2018-05-08,west
2328,1584.0,2018-05-09,north
2329,1647.0,2018-05-09,south
2330,1551.0,2018-05-09,east
2331,1512.0,2018-05-09,west
2332,1737.0,2018-05-10,north
2333,1551.0,2018-05-10,south
2334,1515.0,2018-05-10,east
2335,1716.0,2018-05-10,west
2336,1746.0,2018-05-11,north
2337,1677.0,2018-05-11,south
2338,1584.0,2018-05-11,east
2339,1617.0,2018-05-11,west
2340,1743.0,2018-05-12,north
2341,1533.0,2018-05-12,south
2342,1521.0,2018-05-12,east
2343,1578.0,2018-05-12,west
2344,1545.0,2018-05-13,north
2345,1713.0,2018-05-13,south
2346,1665.0,2018-05-13,east
2347,1644.0,2018-05-13,west
2348,1776.0,2018-05-14,north
2349,1560.0,2018-05-14,south
2350,1644.0,2018-05-14,east
2351,1503.0,2018-05-14,west
2352,1800.0,2018-05-15,north
2353,1758.0,2018-05-15,south
2354,1701.0,2018-05-15,east
2355,1671.0,2018-05-15,west
2356,1593.0,2018-05-16,north
2357,1617.0,2018-05-16,south
2358,1626.0,2018-05-16,east
2359,1629.0,2018-05-16,west
2360,1728.0,2018-05-17,north
2361,1506.0,2018-05-17,south
2362,1590.0,2018-05-17,east
2363,1626.0,2018-05-17,west
2364,1782.0,2018-05-18,north
2365,1572.0,2018-05-18,south
2366,1539.0,2018-05-18,east
2367,1509.0,2018-05-18,west
2368,1788.0,2018-05-19,north
2369,1713.0,2018-05-19,south
2370,1626.0,2018-05-19,east
2371,1629.0,2018-05-19,west
2372,1548.0,2018-05-20,north
2373,1716.0,2018-05-20,south
2374,1752.0,2018-05-20,east
2375,1638.0,2018-05-20,west
2376,1575.0,2018-05-21,north
2377,1671.0,2018-05-21,south
2378,1626.0,2018-05-21,east
2379,1572.0,2018-05-21,west
2380,1572.0,2018-05-22,north
2381,1569.0,2018-05-22,south
2382,1581.0,2018-05-22,east
2383,1521.0,2018-05-22,west
2384,1641.0,2018-05-23,north
2385,1692.0,2018-05-23,south
2386,1713.0,2018-05-23,east
2387,1563.0,2018-05-23,west
2388,1524.0,2018-05-24,north
2389,1533.0,2018-05-24,south
2390,1695.0,2018-05-24,east
2391,1533.0,2018-05-24,west
2392,1599.0,2018-05-25,north
2393,1665.0,2018-05-25,south
2394,1713.0,2018-05-25,east
2395,1644.0,2018-05-25,west
2396,1776.0,2018-05-26,north
2397,1530.0,2018-05-26,south
2398,1650.0,2018-05-26,east
2399,1512.0,2018-05-26,west
2400,1629.0,2018-05-27,north
2401,1707.0,2018-05-27,south
2402,1521.0,2018-05-27,east
2403,1761.0,2018-05-27,west
2404,1755.0,2018-05-28,north
2405,1659.0,2018-05-28,south
2406,1800.0,2018-05-28,east
2407,1539.0,2018-05-28,west
2408,1713.0,2018-05-29,north
2409,1752.0,2018-05-29,south
2410,1629.0,2018-05-29,east
2411,1635.0,2018-05-29,west
2412,1674.0,2018-05-30,north
2413,1701.0,2018-05-30,south
2414,1614.0,2018-05-30,east
2415,1794.0,2018-05-30,west
2416,1725.0,2018-05-31,north
2417,1659.0,2018-05-31,south
2418,1536.0,2018-05-31,east
2419,1620.0,2018-05-31,west
2420,1794.0,2018-06-01,north
2421,1623.0,2018-06-01,south
2422,1665.0,2018-06-01,east
2423,1671.0,2018-06-01,west
2424,1752.0,2018-06-02,north
2425,1707.0,2018-06-02,south
2426,1797.0,2018-06-02,east
2427,1668.0,2018-06-02,west
2428,1596.0,2018-06-03,north
2429,1503.0,2018-06-03,south
2430,1578.0,2018-06-03,east
2431,1680.0,2018-06-03,west
2432,1608.0,2018-06-04,north
2433,1683.0,2018-06-04,south
2434,1572.0,2018-06-04,east
2435,1656.0,2018-06-04,west
2436,1713.0,2018-06-05,north
2437,1698.0,2018-06-05,south
2438,1557.0,2018-06-05,east
2439,1782.0,2018-06-05,west
2440,1695.0,2018-06-06,north
2441,1680.0,2018-06-06,south
2442,1761.0,2018-06-06,east
2443,1659.0,2018-06-06,west
2444,1518.0,2018-06-07,north
2445,1572.0,2018-06-07,south
2446,1785.0,2018-06-07,east
2447,1557.0,2018-06-07,west
2448,1719.0,2018-06-08,north
2449,1677.0,2018-06-08,south
2450,1695.0,2018-06-08,east
2451,1602.0,2018-06-08,west
2452,1782.0,2018-06-09,north
2453,1773.0,2018-06-09,south
2454,1656.0,2018-06-09,east
2455,1665.0,2018-06-09,west
2456,1578.0,2018-06-10,north
2457,1641.0,2018-06-10,south
2458,1737.0,2018-06-10,east
2459,1557.0,2018-06-10,west
2460,1788.0,2018-06-11,north
2461,1677.0,2018-06-11,south
2462,1698.0,2018-06-11,east
2463,1728.0,2018-06-11,west
2464,1776.0,2018-06-12,north
2465,1551.0,2018-06-12,south
2466,1548.0,2018-06-12,east
2467,1542.0,2018-06-12,west
2468,1683.0,2018-06-13,north
2469,1683.0,2018-06-13,south
2470,1572.0,2018-06-13,east
2471,1683.0,2018-06-13,west
2472,1761.0,2018-06-14,north
2473,1668.0,2018-06-14,south
2474,1599.0,2018-06-14,east
2475,1593.0,2018-06-14,west
2476,1623.0,2018-06-15,north
2477,1737.0,2018-06-15,south
2478,1593.0,2018-06-15,east
2479,1788.0,2018-06-15,west
2480,1659.0,2018-06-16,north
2481,1641.0,2018-06-16,south
2482,1575.0,2018-06-16,east
2483,1611.0,2018-06-16,west
2484,1599.0,2018-06-17,north
2485,1530.0,2018-06-17,south
2486,1608.0,2018-06-17,east
2487,1626.0,2018-06-17,west
2488,1530.0,2018-06-18,north
2489,1707.0,2018-06-18,south
2490,1611.0,2018-06-18,east
2491,1635.0,2018-06-18,west
2492,1593.0,2018-06-19,north
2493,1749.0,2018-06-19,south
2494,1623.0,2018-06-19,east
2495,1608.0,2018-06-19,west
2496,1665.0,2018-06-20,north
2497,1659.0,2018-06-20,south
2498,1734.0,2018-06-20,east
2499,1557.0,2018-06-20,west
2500,1797.0,2018-06-21,north
2501,1587.0,2018-06-21,south
2502,1557.0,2018-06-21,east
2503,1542.0,2018-06-21,west
2504,1743.0,2018-06-22,north
2505,1797.0,2018-06-22,south
2506,1686.0,2018-06-22,east
2507,1683.0,2018-06-22,west
2508,1791.0,2018-06-23,north
2509,1554.0,2018-06-23,south
2510,1695.0,2018-06-23,east
2511,1566.0,2018-06-23,west
2512,1563.0,2018-06-24,north
2513,1623.0,2018-06-24,south
2514,1530.0,2018-06-24,east
2515,1662.0,2018-06-24,west
2516,1650.0,2018-06-25,north
2517,1602.0,2018-06-25,south
2518,1548.0,2018-06-25,east
2519,1623.0,2018-06-25,west
2520,1728.0,2018-06-26,north
2521,1533.0,2018-06-26,south
2522,1503.0,2018-06-26,east
2523,1629.0,2018-06-26,west
2524,1581.0,2018-06-27,north
2525,1659.0,2018-06-27,south
2526,1707.0,2018-06-27,east
